baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
L1PA10_dup1337:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup133:L1PA10:L1:LINE	0.385850431249445	1.90005881298596	4.00303188142688	0.474654928880726	0.635032947966902	NA
L1PA10_dup1342:L1PA10:L1:LINE	1.42735973109609	1.37879579852093	2.12130618136362	0.649974911983053	0.515708427215927	0.78892978358347
L1PA10_dup1343:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1346:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1348:L1PA10:L1:LINE	0.149871585239375	0.550681247688702	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1349:L1PA10:L1:LINE	2.46083214169459	4.55645365737351	1.93977286200737	2.34896247216196	0.0188258041168161	0.113149767004883
L1PA10_dup1350:L1PA10:L1:LINE	0.299251743457947	1.51037498137967	4.0324037714881	0.374559460552802	0.707988127383344	NA
L1PA10_dup1359:L1PA10:L1:LINE	1.6872981767485	-1.54059313362688	2.26241521434019	-0.680950660100725	0.495902711027948	0.774077892538259
L1PA10_dup1360:L1PA10:L1:LINE	0.149871585239375	0.550681247688702	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1374:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1375:L1PA10:L1:LINE	0.359903722520084	-2.20613767214158	4.04387506679691	-0.545550402942845	0.585375024925567	NA
L1PA10_dup1376:L1PA10:L1:LINE	1.09023036009287	2.13511204880822	2.62523142622683	0.813304315755868	0.416043603264929	0.706400127831206
L1PA10_dup1377:L1PA10:L1:LINE	0.149871585239375	0.550681247688702	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1381:L1PA10:L1:LINE	0.674443691709335	-1.84297495806703	3.12040119063385	-0.590621155894595	0.554774286523517	NA
L1PA10_dup1382:L1PA10:L1:LINE	0.488475237305002	0.458420015218364	3.53663931073396	0.129620234052997	0.896866893844492	NA
L1PA10_dup1392:L1PA10:L1:LINE	0.855737107748858	3.03444360193989	2.76075937877145	1.099133675058	0.271709763304322	NA
L1PA10_dup1405:L1PA10:L1:LINE	0.209986841649145	-1.37287210395379	4.0804728567969	-0.336449267556571	0.736532102458275	NA
L1PA10_dup1413:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1415:L1PA10:L1:LINE	0.278488395655857	1.41909482499357	4.04046979406256	0.351220253416799	0.725423116776151	NA
L1PA10_dup1417:L1PA10:L1:LINE	0.701759010457688	-1.8580512428303	3.07825224473407	-0.603605908518006	0.546105683624772	NA
L1PA10_dup1418:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup141:L1PA10:L1:LINE	1.13373407638391	3.44121594419071	2.48670258117458	1.38384701501587	0.166405303580578	0.433155495520696
L1PA10_dup1421:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1422:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1429:L1PA10:L1:LINE	0.29974317047875	1.51243819683769	4.03222710146576	0.375087553051737	0.707595353627005	NA
L1PA10_dup1435:L1PA10:L1:LINE	0.533347563615032	-1.32567731287282	3.71640923157489	-0.356709186278455	0.721309527725013	NA
L1PA10_dup1445:L1PA10:L1:LINE	0.299251743457947	1.51037498137967	4.0324037714881	0.374559460552802	0.707988127383344	NA
L1PA10_dup1446:L1PA10:L1:LINE	0.427377126853626	2.03303063643668	3.98594851081969	0.510049397506794	0.610016855140068	NA
L1PA10_dup1447:L1PA10:L1:LINE	1.15597170524841	3.46657998326105	2.51544758649395	1.3781165633798	0.168167302447835	0.435056162518373
L1PA10_dup144:L1PA10:L1:LINE	0.530587354763857	-1.37909372963313	3.43353291835879	-0.401654436530734	0.687938361305205	NA
L1PA10_dup1455:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1457:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1459:L1PA10:L1:LINE	0.149871585239375	0.550681247688702	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1462:L1PA10:L1:LINE	0.427377126853626	2.03303063643668	3.98594851081969	0.510049397506794	0.610016855140068	NA
L1PA10_dup1465:L1PA10:L1:LINE	0.317300178040426	-0.411091424524927	4.0804728567969	-0.100746026000434	0.9197520737502	NA
L1PA10_dup1468:L1PA10:L1:LINE	0.406613779051536	1.96778915889763	3.99866911774614	0.492111025181993	0.62264085863163	NA
L1PA10_dup146:L1PA10:L1:LINE	0.598012059895092	2.51200217064531	3.49292209971192	0.719169251112841	0.472036642686598	NA
L1PA10_dup1475:L1PA10:L1:LINE	0.209986841649145	-1.37287210395379	4.0804728567969	-0.336449267556571	0.736532102458275	NA
L1PA10_dup1476:L1PA10:L1:LINE	8.01459855861748	-1.39481505640607	0.949478326727171	-1.46903306493995	0.141823821091805	0.401657503352653
L1PA10_dup1477:L1PA10:L1:LINE	2.8869468717813	-0.61653172852501	1.50884581730854	-0.408611483991632	0.682824801622043	0.887782468553416
L1PA10_dup1478:L1PA10:L1:LINE	2.43412577582276	-1.84906532875158	1.74770149925284	-1.05799836501946	0.290056187797822	0.581764719594259
L1PA10_dup1479:L1PA10:L1:LINE	0.167920019821854	-1.37287210395379	4.0804728567969	-0.336449267556571	0.736532102458275	NA
L1PA10_dup147:L1PA10:L1:LINE	0.705865522509483	2.75816222228605	2.98448700131273	0.92416627081065	0.355399753732895	NA
L1PA10_dup1480:L1PA10:L1:LINE	9.83351752969641	-1.61779543673165	0.927026297594364	-1.74514513874076	0.0809596080159019	0.299717060538521
L1PA10_dup1481:L1PA10:L1:LINE	4.71165836683111	0.453220409724736	1.23916209156645	0.365747477920189	0.71455351479615	0.897444198229917
L1PA10_dup1487:L1PA10:L1:LINE	1.10280367260457	0.0229530745955024	2.37197391097805	0.00967678206293508	0.992279165490552	0.998863109050086
L1PA10_dup1489:L1PA10:L1:LINE	0.149871585239375	0.550681247688702	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup14:L1PA10:L1:LINE	1.04664396157161	3.31988978229088	2.82394753785793	1.17562020461936	0.239746677989074	0.519383006125808
L1PA10_dup1501:L1PA10:L1:LINE	0.29974317047875	1.51243819683769	4.03222710146576	0.375087553051737	0.707595353627005	NA
L1PA10_dup1517:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1525:L1PA10:L1:LINE	0.35985842688852	-0.411091424524929	4.0804728567969	-0.100746026000435	0.919752073750199	NA
L1PA10_dup1526:L1PA10:L1:LINE	0.746900791092861	2.83411947759578	3.52457562865916	0.804102330660997	0.421337878678019	NA
L1PA10_dup1527:L1PA10:L1:LINE	1.7530009111019	4.06589041848768	2.16062083424989	1.88181579758729	0.0598610301258183	0.251602912413702
L1PA10_dup152:L1PA10:L1:LINE	0.596280000717086	1.07382611259822	3.25926273967616	0.329469023631068	0.74180120371484	NA
L1PA10_dup1547:L1PA10:L1:LINE	0.724896811133567	1.45722332634746	3.01459243998642	0.483389829755569	0.628818968085924	NA
L1PA10_dup1548:L1PA10:L1:LINE	0.278488395655857	1.41909482499357	4.04046979406256	0.351220253416799	0.725423116776151	NA
L1PA10_dup1549:L1PA10:L1:LINE	0.19198370269823	-1.37287210395379	4.0804728567969	-0.336449267556571	0.736532102458275	NA
L1PA10_dup1550:L1PA10:L1:LINE	0.149871585239375	0.550681247688702	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1562:L1PA10:L1:LINE	0.407105206072338	1.96933944178146	3.99857158018489	0.492510738469861	0.622358332471113	NA
L1PA10_dup1563:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1566:L1PA10:L1:LINE	5.26500516499284	5.65602239630072	1.591365434863	3.55419457554553	0.000379138599366618	0.00510643234126806
L1PA10_dup1567:L1PA10:L1:LINE	0.298760316437144	1.50829855970881	4.0325818195388	0.374028011632832	0.708383475950607	NA
L1PA10_dup1571:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1572:L1PA10:L1:LINE	0.277996968635054	1.41692452645929	4.04066764495781	0.350665942106724	0.725838979230773	NA
L1PA10_dup1573:L1PA10:L1:LINE	0.29974317047875	1.51243819683769	4.03222710146576	0.375087553051737	0.707595353627005	NA
L1PA10_dup157:L1PA10:L1:LINE	0.298760316437144	1.50829855970881	4.0325818195388	0.374028011632832	0.708383475950607	NA
L1PA10_dup1580:L1PA10:L1:LINE	0.149871585239375	0.550681247688702	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1585:L1PA10:L1:LINE	8.24395515237401	6.30700825808958	1.49067277718331	4.23098104065933	2.32674285263544e-05	0.000474084082240353
L1PA10_dup1586:L1PA10:L1:LINE	0.298760316437144	1.50829855970881	4.0325818195388	0.374028011632832	0.708383475950607	NA
L1PA10_dup1595:L1PA10:L1:LINE	0.257233620832963	1.32105349393651	4.04970064203361	0.326210159888048	0.744265355002457	NA
L1PA10_dup1598:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1599:L1PA10:L1:LINE	0.167920019821854	-1.37287210395379	4.0804728567969	-0.336449267556571	0.736532102458275	NA
L1PA10_dup15:L1PA10:L1:LINE	0.35985842688852	-0.411091424524929	4.0804728567969	-0.100746026000435	0.919752073750199	NA
L1PA10_dup1603:L1PA10:L1:LINE	0.167920019821854	-1.37287210395379	4.0804728567969	-0.336449267556571	0.736532102458275	NA
L1PA10_dup161:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1622:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1625:L1PA10:L1:LINE	0.209986841649145	-1.37287210395379	4.0804728567969	-0.336449267556571	0.736532102458275	NA
L1PA10_dup163:L1PA10:L1:LINE	0.78782097559682	-0.0141558932173574	2.95206764848235	-0.0047952468923383	0.996173961202277	NA
L1PA10_dup1660:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1661:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1666:L1PA10:L1:LINE	0.149871585239375	0.550681247688702	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1670:L1PA10:L1:LINE	0.747392218113664	2.83390839256003	3.21364960443806	0.881834904666146	0.377866093076624	NA
L1PA10_dup1682:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1689:L1PA10:L1:LINE	3.22735968231714	-5.35992624580331	1.78908497177187	-2.99590367722723	0.00273632853801304	0.0256311490620252
L1PA10_dup1690:L1PA10:L1:LINE	1.67821805804689	-0.447365452383528	1.7733453136875	-0.252272047034807	0.800830792768597	0.934931927776341
L1PA10_dup1691:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1693:L1PA10:L1:LINE	0.257233620832963	1.32105349393651	4.04970064203361	0.326210159888048	0.744265355002457	NA
L1PA10_dup1697:L1PA10:L1:LINE	0.449123328697322	2.09853114817733	3.91007714243141	0.536698144751282	0.59147613776853	NA
L1PA10_dup1698:L1PA10:L1:LINE	0.167920019821854	-1.37287210395379	4.0804728567969	-0.336449267556571	0.736532102458275	NA
L1PA10_dup1703:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1704:L1PA10:L1:LINE	0.29974317047875	1.51243819683769	4.03222710146576	0.375087553051737	0.707595353627005	NA
L1PA10_dup1708:L1PA10:L1:LINE	0.35985842688852	-0.411091424524929	4.0804728567969	-0.100746026000435	0.919752073750199	NA
L1PA10_dup1716:L1PA10:L1:LINE	0.821944227645666	-3.37472924178243	3.10448989602524	-1.08704790635756	0.277015638397496	NA
L1PA10_dup1717:L1PA10:L1:LINE	0.317300178040426	-0.411091424524927	4.0804728567969	-0.100746026000434	0.9197520737502	NA
L1PA10_dup1722:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1726:L1PA10:L1:LINE	0.834482332925964	3.00180370170061	2.80366903933808	1.07066977577685	0.284317937351736	NA
L1PA10_dup1729:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1734:L1PA10:L1:LINE	0.149871585239375	0.550681247688702	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1738:L1PA10:L1:LINE	0.257233620832963	1.32105349393651	4.04970064203361	0.326210159888048	0.744265355002457	NA
L1PA10_dup1741:L1PA10:L1:LINE	0.149380158218572	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1743:L1PA10:L1:LINE	2.09683321972636	4.33023351418733	2.02297043116697	2.14053228236727	0.0323117747798311	0.165882609799665
L1PA10_dup1751:L1PA10:L1:LINE	0.72613744329077	2.79556178350826	3.24612121693395	0.861200675108721	0.389127528316999	NA
L1PA10_dup1752:L1PA10:L1:LINE	1.2628423138212	3.59821160133475	2.3943895696747	1.50276782312562	0.132898926121116	0.389199878266363
L1PA10_dup1753:L1PA10:L1:LINE	0.338603652065627	-0.411091424524928	4.0804728567969	-0.100746026000435	0.9197520737502	NA
L1PA10_dup1757:L1PA10:L1:LINE	0.128616810416482	0.550681247688703	4.0804728567969	0.134955253230376	0.892647253331187	NA
L1PA10_dup1758:L1PA10:L1:LINE	0.19198370269823	-1.37287210395379	4.0804728567969	-0.336449267556571	0.736532102458275	NA
L1PA10_dup1759:L1PA10:L1:LINE	0.427377126853626	2.03303063643668	3.98594851081969	0.510049397506794	0.610016855140068	NA
L1PA10_dup175:L1PA10:L1:LINE	0.587893703120145	-2.89767099550401	3.52087064769487	-0.822998424381518	0.410508889432507	NA
L1PA10_dup1767:L1PA10:L1:LINE	0.257233620832963	1.32105349393651	4.04970064203361	0.326210159888048	0.744265355002457	NA
